0, 3, 0.10587559226555487
0, 12, 0.8156097583518455
0, 7, 0.2384656895533921
2, 10, 0.8456228288232759
2, 14, 0.6894290093960738
3, 2, 0.4563262580836911
3, 6, 0.3315015882257366
3, 7, 0.4649425526038874
3, 12, 0.08085017203611655
4, 7, 0.18539868236721435
4, 14, 0.756166326861229
5, 6, 0.6974314139820569
5, 8, 0.29904116571664086
5, 10, 0.9498505690560228
5, 12, 0.2447631973263703
6, 7, 0.12026290094043302
6, 14, 0.6781583299178046
7, 5, 0.5863383391236223
7, 14, 0.019872966145530135
8, 0, 0.7224347123719482
8, 6, 0.44222513976894295
8, 14, 0.2559890772716039
8, 2, 0.189069648986382
9, 8, 0.7086610572396542
9, 4, 0.04504876486075027
10, 6, 0.588865298814339
10, 4, 0.5657114573105427
10, 11, 0.3920911323225955
12, 4, 0.5365096309955133
12, 9, 0.5866787438562188
12, 10, 0.0636458526754039
12, 5, 0.3418371873669589
12, 11, 0.728022242667696
14, 5, 0.007537096216917116
14, 9, 0.9033193380408652
14, 0, 0.4803209452039533
