0, 218, 0.7827046513413177
0, 204, 0.43745045010214045
0, 82, 0.6014091975804289
0, 176, 0.05637268489229996
0, 132, 0.7525414724576981
0, 152, 0.8610159334531675
0, 396, 0.07709132540343067
0, 435, 0.46648571377476966
0, 484, 0.7172974530695876
0, 647, 0.40183992420915216
1, 614, 0.8995428550534283
1, 481, 0.832842767459491
1, 518, 0.6807124750201372
1, 312, 0.1340186427750758
1, 580, 0.28776975199012933
2, 422, 0.6482145014280444
2, 426, 0.31577293782251714
2, 358, 0.917924399448946
2, 190, 0.7225086386885837
2, 66, 0.286932686029689
2, 257, 0.5855934362293258
2, 679, 0.9797981479663928
3, 214, 0.7089022887759732
3, 56, 0.5179530677250647
3, 667, 0.6167093104472297
3, 373, 0.4463450415372717
3, 57, 0.7204250745487221
3, 121, 0.9702073095255547
3, 333, 0.8190652531351614
3, 542, 0.7081139173991712
4, 529, 0.12262249449225093
4, 249, 0.4172619190204807
4, 72, 0.04995388506403442
4, 82, 0.10892825364299974
4, 120, 0.5993975597454696
4, 375, 0.15847933781078138
4, 519, 0.29126338244809913
4, 563, 0.4619554454719258
4, 594, 0.9426801561330536
4, 629, 0.0930329043536442
5, 236, 0.16500818227682967
5, 240, 0.7021988475982137
5, 32, 0.14586999811098855
5, 551, 0.2866590866907949
5, 69, 0.0030381113951952754
5, 106, 0.2920475333063045
5, 141, 0.9297250580956974
5, 517, 0.17941991044135852
5, 594, 0.2031509044935279
6, 401, 0.3601354215284046
6, 47, 0.5447529100076506
6, 167, 0.6821622927019088
6, 332, 0.027403353008428888
6, 40, 0.6420792283275547
6, 257, 0.07807553088831654
6, 598, 0.8261456658172518
7, 380, 0.524578117066245
7, 496, 0.03854222847576916
7, 690, 0.7638476242819632
7, 443, 0.3309123398468704
7, 146, 0.8140150902635491
7, 627, 0.3938668072216204
8, 471, 0.30317544682243236
8, 708, 0.11125180704595283
8, 327, 0.16149262653882823
8, 622, 0.4676333818158679
8, 157, 0.7510294878945936
8, 232, 0.7109916333984623
8, 338, 0.3427986201136507
8, 529, 0.25307977288140926
8, 585, 0.36194880444725896
8, 709, 0.8562254067164209
9, 11, 0.29557325792875466
9, 66, 0.9610666062423763
9, 35, 0.36687847354512937
9, 226, 0.4510640004629817
9, 34, 0.21609591267894646
9, 329, 0.17578379167909575
9, 369, 0.07592104106506281
9, 570, 0.9532783407815675
9, 708, 0.3542762250383503
